Unit ID,Unit Name,Unit name local script,Fuel type,Country/Area,Subnational unit,Production Type,Status,Status detail,Status year,Discovery year,FID Year,Production start year,Operator,Owner(s),Parent(s),Government unit ID,Wiki URL (project),Wiki URL (field),Name Other,Latitude,Longitude,Location accuracy,Onshore/Offshore,Field outline (WKT),Basin,Block(s)
L100000318892,"Kulbertinova Gas and Condensate Field (Sakha Republic, Russia)",им. И.Н. Кульбертинова,gas and condensate,Russia,Sakha Republic,,discovered,,2023,2020,,,,Rosneft PJSC [100%],Rosneft PJSC [100.0%],Rosnedra License ID: ЯКУ05188НР,,"https://www.gem.wiki/Kulbertinova_Gas_and_Condensate_Field_(Sakha_Republic,_Russia)",,60.7778000,116.9051000,exact,onshore,,Lena-Tunguska,Nizhnedzherbinsky
L100000312492,Kuleshovskoye Oil Field (Russia),Кулешовское,oil,Russia,,unconventional,operating,,2020,1959,,1960,Samaraneftegaz,Rosneft PJSC [100%],Rosneft PJSC [100.0%],,,https://www.gem.wiki/Kuleshovskoye_Oil_Field_(Russia),,52.8333000,51.2311000,exact,onshore,,,
L100000321077,Kultak Gas Field (Uzbekistan),,gas,Uzbekistan,,conventional,operating,,2024,,,1978,Uzbekneftegaz,Uzbekneftegaz JSC [100%],Government of Uzbekistan; Uzbekneftegaz JSC,,,https://www.gem.wiki/Kultak_Gas_Field_(Uzbekistan),,38.7803000,66.0383000,approximate,onshore,,,
L100000311940,Kumang Gas Field (Malaysia),,gas,Malaysia,,conventional,operating,,2024,,,2011,Petronas Carigali,Petroleum Sarawak Exploration and Production Sdn Bhd [50%]; Petronas Carigali Sdn Bhd [50%],Petroleum Sarawak Bhd [50.0%]; Petroliam Nasional Bhd [50.0%],,https://www.gem.wiki/Kumang_Cluster_Gas_Project_(Malaysia),https://www.gem.wiki/Kumang_Gas_Field_(Malaysia),,4.439481288,111.7700543,exact,offshore,"MULTIPOLYGON (((111.772673867 4.49542089700003,111.781488035 4.49412675100007,111.800957587 4.49372250200003,111.811414658 4.48272435000007,111.834536105 4.47912569100004,111.852475777 4.47680620400007,111.862347814 4.46310492900005,111.874974006 4.45570737200006,111.872673649 4.44728119400003,111.865405587 4.43426320500004,111.86615657 4.42353458300005,111.865006982 4.41970458500003,111.860052129 4.42622362700007,111.855470141 4.42507953100005,111.847374933 4.42010775700004,111.840192587 4.41743429600007,111.832928812 4.40748092000007,111.830665431 4.39196414900005,111.826413491 4.38373362800007,111.815679005 4.37634742900002,111.810371603 4.37417270200007,111.803880227 4.37188085400004,111.796627112 4.37112231400005,111.78785117 4.37419671800006,111.782888235 4.37343563900004,111.779066063 4.36845876700005,111.763416686 4.36885799300006,111.757310209 4.36963047100005,111.748150453 4.37078908600006,111.744721527 4.37730597900003,111.740155704 4.39225319700006,111.732143755 4.39647571300003,111.727566084 4.39954536700003,111.726049966 4.41065810300006,111.724522685 4.41027645200006,111.718787505 4.41158084200003,111.714595933 4.40837032200005,111.709252836 4.40952487900006,111.706207335 4.41834019300006,111.70583249 4.42562036800007,111.706220023 4.43175037100002,111.705465955 4.43559035500004,111.698963375 4.42792577300003,111.693621175 4.43022970000004,111.689800583 4.42678491600003,111.685219373 4.42640601600004,111.685604629 4.43023717000005,111.685609564 4.43560126700004,111.684467861 4.43943381700007,111.679890413 4.44326954000007,111.679894269 4.44748419300004,111.674548034 4.44557334500007,111.671108822 4.44174498000007,111.66805072 4.43714994100003,111.664621858 4.44481606500006,111.661574002 4.45171553000006,111.661578445 4.45669649000007,111.66005586 4.46167883700002,111.660059959 4.46627664800008,111.660063378 4.47010815600004,111.66303606 4.47923153800002,111.668851897 4.47891268300003,111.677071447 4.48156584600002,111.68350127 4.48275736300008,111.692144656 4.48425510600003,111.703222141 4.49075803700003,111.70933973 4.49575681300007,111.718409127 4.49487017000007,111.725514678 4.48831407800003,111.737645821 4.48424799900005,111.75055594 4.48534692500004,111.755145375 4.49338821900005,111.764311762 4.49721008800003,111.768356771 4.49675901700004,111.772673867 4.49542089700003)))",,Kumang Cluster
L100000318357,Kumdagneft Oil and Gas Field (Turkmenistan),,oil and gas,Turkmenistan,,,,,,1948,,,Kumdagneft NGDU,Turkmennebit [100%],Turkmennebit [100.0%],,,https://www.gem.wiki/Kumdagneft_Oil_and_Gas_Field_(Turkmenistan),,,,,onshore,,,
L100000312642,Kumkol North Oil and Gas Field (Kazakhstan),,oil and gas,Kazakhstan,,conventional,operating,,2019,1984,,1996,Turgai Petroleum,LUKOIL PJSC [50%]; PetroKazakhstan [50%],LUKOIL PJSC [50.0%]; China National Petroleum Corp [33.5%]; Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna” [14.9%]; National Bank of the Republic of Kazakhstan [1.6%],,,https://www.gem.wiki/Kumkol_North_Oil_and_Gas_Field_(Kazakhstan),,46.4897000,65.6016000,approximate,onshore,,Turgay,
L100000312643,Kumkol South Oil and Gas Field (Kazakhstan),,oil and gas,Kazakhstan,,conventional,operating,,2015,1984,,,PetroKazakhstan Kumkol Resources,PetroKazakhstan,China National Petroleum Corp; Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna”; National Bank of the Republic of Kazakhstan,,,https://www.gem.wiki/Kumkol_South_Oil_and_Gas_Field_(Kazakhstan),,46.4897000,65.6016000,approximate,onshore,,Turgay,South Turgay
L100000318896,"Kumzhinskoye Gas and Condensate Field (Nenets Autonomous Okrug, Russia)",Кумжинское,gas and condensate,Russia,Nenets Autonomous Okrug,,in-development,,2023,1973,2023,,,SN Invest JSC [100%],RUSKHIM [100.0%],Rosnedra License ID: НРМ14645НР,,"https://www.gem.wiki/Kumzhinskoye_Gas_and_Condensate_Field_(Nenets_Autonomous_Okrug,_Russia)",,68.1572000,53.9187000,exact,onshore,,Timan-Pechora,Kumzhinsky
L100000321398,"Kunbei Oil Field (Qinghai, China)",昆北,oil,China,Qinghai,conventional,operating,,2025,2009,,2016,PetroChina Qinghai Oilfield,PetroChina Qinghai Oilfield Co [100%],PetroChina Co Ltd [100.0%],,"https://www.gem.wiki/Qinghai_Oil_and_Gas_Project_(Qinghai,_China)","https://www.gem.wiki/Kunbei_Oil_Field_(Qinghai,_China)",,38.2823440,90.9052940,exact,onshore,,Qaidam,
L100000302257,"Ku Oil and Gas Field (Federal Offshore, Mexico)",Ku,oil and gas,Mexico,Federal Offshore,conventional,operating,,2024,1980,,1981,Petróleos Mexicanos,Petróleos Mexicanos EPE [100%],Petróleos Mexicanos EPE [100.0%],Base Nacional de Campos Petroleros Asignacion: A-0183-4M - Campo Ku,https://www.gem.wiki/Ku-Maloob-Zaap_Oil_and_Gas_Project_(Mexico),"https://www.gem.wiki/Ku_Oil_and_Gas_Field_(Federal_Offshore,_Mexico)",,19.5078000,-92.1967000,exact,offshore,"MULTIPOLYGON (((-92.2079037241775 19.5278608600908,-92.2071467162478 19.52784141405,-92.2064622755136 19.5278798501751,-92.2057778347792 19.5279182863,-92.2050740909964 19.5279730109457,-92.2043703472137 19.5280277364909,-92.203657092201 19.528090197105,-92.2029438380876 19.5281526577191,-92.2022181193707 19.5282252635851,-92.2014924006536 19.5282978694511,-92.2007514896894 19.5283828338008,-92.2000105796245 19.5284677990497,-92.1992705670829 19.5285515331268,-92.1985305554408 19.5286352663045,-92.1985414660157 19.5282249326346,-92.1985523765908 19.5278145980654,-92.1982253255383 19.5274384665121,-92.1978982744857 19.5270623340595,-92.1964256076556 19.5272420842549,-92.1949529417249 19.5274218353496,-92.193422358555 19.5276424876108,-92.1918917762844 19.5278631407714,-92.1903619017803 19.5281278885914,-92.1888320263769 19.5283926355118,-92.1874181581214 19.5287736701689,-92.186004289866 19.5291547030272,-92.1848675243168 19.529112200168,-92.1837307596668 19.5290696973088,-92.1820738271454 19.5292485499807,-92.1804168937246 19.5294274026525,-92.1785329156615 19.5299899034114,-92.1766489375984 19.5305524014723,-92.1748789126317 19.5308719872526,-92.173108887665 19.5311915721334,-92.1703779496826 19.531268127822,-92.1676470117001 19.5313446826112,-92.1649549846847 19.5313886486674,-92.1622629585686 19.5314326147234,-92.1605330550564 19.5314760240992,-92.1588031524435 19.5315194325759,-92.1572546610737 19.5308082882721,-92.1557061688046 19.5300971403708,-92.154201735263 19.5290882684346,-92.153668106298 19.528730417275,-92.1516300437914 19.527363682488,-92.1514620692317 19.5271821867638,-92.1493547940884 19.5249052858503,-92.1470795452847 19.5224468514411,-92.145558437372 19.5204799693751,-92.1440373294591 19.5185130639269,-92.1431682291304 19.5179968090056,-92.1422991279023 19.5174805513864,-92.1414499466576 19.5170256248329,-92.1406007645136 19.5165706973798,-92.1395620934158 19.5158169836669,-92.1385234214187 19.5150632654575,-92.1372915013017 19.5140193072453,-92.1360595811847 19.5129753418387,-92.1353071588982 19.5123704470386,-92.1345547366118 19.51176555044,-92.1342959018343 19.5115817856709,-92.1340370661576 19.5113980191034,-92.1337734290005 19.5111923009841,-92.1335097918434 19.510986581066,-92.1332452418744 19.5107822506005,-92.1329806928047 19.5105779192357,-92.1327155717662 19.5103709384681,-92.1324504516269 19.5101639585998,-92.1321849330881 19.509954912989,-92.1319194154486 19.5097458673779,-92.1316535111006 19.5095359107538,-92.131387607652 19.5093259541296,-92.1311219757985 19.5091120251999,-92.1308563439451 19.5088980962702,-92.1305918569286 19.5086746066478,-92.1303273708114 19.5084511170255,-92.1300637804191 19.5082215443888,-92.1298001900266 19.5079919717522,-92.1295366535937 19.5077624197999,-92.1292731171606 19.5075328678477,-92.1290089682892 19.5073064176571,-92.1287448185185 19.5070799665672,-92.1284794906359 19.506858669492,-92.1282141636527 19.5066373715176,-92.1279473518887 19.5064207742994,-92.1276805401248 19.5062041770811,-92.1274112849028 19.5059946044675,-92.1271420287816 19.5057850327532,-92.126871998344 19.5055428246417,-92.1266019679064 19.505300615631,-92.1263344780536 19.5049818194556,-92.1260669891002 19.5046630223806,-92.1258005469576 19.5043060373937,-92.1255341048151 19.5039490524069,-92.1252682121582 19.5035904567343,-92.1250023195014 19.5032318610617,-92.1247404423175 19.5028646795614,-92.1244785642343 19.5024974971619,-92.1242273718956 19.5021081015077,-92.1239761786576 19.5017187049544,-92.1237427785064 19.5012918138661,-92.1235093792544 19.5008649218788,-92.1232968181936 19.5003965900306,-92.123084258032 19.4999282572833,-92.1228942105993 19.4994178785324,-92.1227041640659 19.4989074988821,-92.1225332173341 19.498361400858,-92.1223622697029 19.4978153010354,-92.1221972171278 19.4972608357191,-92.122032165452 19.4967063677049,-92.1218624750731 19.4961645018904,-92.1216927855935 19.4956226342772,-92.1215119391247 19.4951119470588,-92.1213310917564 19.4946012571423,-92.1211323146046 19.4941386971433,-92.1209335365534 19.4936761344462,-92.1207277572801 19.4932412312979,-92.1205219771075 19.492806326351,-92.1203173876373 19.4923852376887,-92.1201127990664 19.4919641472277,-92.1199040151581 19.4915672961939,-92.1196952312499 19.4911704433614,-92.1194824615463 19.4907942155807,-92.1192696909434 19.4904179860013,-92.1190572548883 19.4900508422726,-92.1188448179339 19.4896836976446,-92.1186407311847 19.4893128298233,-92.1184366444356 19.4889419602034,-92.1182444386299 19.4885618509487,-92.1180522328242 19.4881817407949,-92.1178638266542 19.4878036765986,-92.1176754195848 19.4874256115029,-92.1174830348141 19.4870579362749,-92.1172906491441 19.4866902610468,-92.1170923926996 19.4863344595677,-92.1168941362553 19.4859786571894,-92.1166872858894 19.485633382275,-92.116480436423 19.4852881064609,-92.1162619335414 19.4849537996782,-92.1160434306598 19.484619491996,-92.1158130027678 19.4842966542672,-92.1155825757752 19.4839738165385,-92.1153903142115 19.4836604171946,-92.1151980517486 19.4833470169514,-92.1150455447161 19.4830421935424,-92.1148930367842 19.4827373692344,-92.1147357282712 19.4824374579224,-92.1145784197582 19.4821375457112,-92.11619877955 19.4808706059939,-92.1178191384424 19.4796036554844,-92.1239701891728 19.4758570906324,-92.1301212399032 19.4721104367473,-92.1345728363672 19.469481493576,-92.1390244328313 19.4668525063382,-92.1750660111874 19.4767779163677,-92.2111075895435 19.4867027121605,-92.233730505958 19.494262285576,-92.2563534232718 19.5018215019609,-92.2671886729188 19.5141347379279,-92.2780239216666 19.5264470251103,-92.2884150734968 19.538572041067,-92.2988062244276 19.5506961352186,-92.2979104007443 19.5503359306587,-92.2970145761617 19.5499757251997,-92.2960911064194 19.549647272104,-92.2951676357777 19.5493188181092,-92.2942120692315 19.5490289000637,-92.2932565026854 19.5487389820184,-92.2922737703182 19.5484854289595,-92.2912910370516 19.5482318759004,-92.2902875456337 19.5480113612356,-92.2892840542156 19.5477908465704,-92.2882753386359 19.5475914848593,-92.2872666230562 19.5473921222489,-92.286261846507 19.5472058636597,-92.2852570699578 19.5470196050709,-92.2842561326144 19.5468464028393,-92.2832551961703 19.5466731997086,-92.2822524323039 19.5465168804497,-92.2812496684373 19.5463605620903,-92.2802549526039 19.5462103573223,-92.2792602367705 19.546060152554,-92.278299249111 19.5458935423532,-92.2773382614516 19.5457269321523,-92.2763992397331 19.5455540743611,-92.2754602180145 19.5453812156706,-92.2745239536175 19.5452178124522,-92.2735876883211 19.5450544083344,-92.2726648975669 19.5448889843393,-92.2717421068127 19.5447235594447,-92.2708016263939 19.5445339688677,-92.269861145975 19.5443443773912,-92.2688461549261 19.5441409849185,-92.2678311629777 19.5439375915467,-92.2667460140173 19.5437674434129,-92.2656608659561 19.5435972952791,-92.2645204860316 19.5434775172736,-92.2633801070062 19.5433577392683,-92.262191551299 19.5432596448168,-92.2610029955917 19.5431615494659,-92.2597948427577 19.5430561093521,-92.2585866899238 19.542950669238,-92.2573776755393 19.5428326772864,-92.2561686620541 19.5427146853345,-92.2549905789519 19.5425389380216,-92.2538124967492 19.5423631907087,-92.2526647199008 19.5421336837227,-92.2515169421531 19.5419041767365,-92.2503676634369 19.541674004252,-92.2492183847206 19.5414438326667,-92.2480720180091 19.541194164679,-92.2469256512977 19.5409444966913,-92.2457865412158 19.5406604943865,-92.244647431134 19.5403764911823,-92.2435103463254 19.5400640307306,-92.2423732624161 19.5397515693796,-92.2412450719025 19.5393970584276,-92.2401168813889 19.5390425465762,-92.2390198955517 19.5386174685214,-92.2379229088152 19.5381923895673,-92.2368646504832 19.5376968280463,-92.2358063921512 19.5372012656262,-92.2347573905411 19.5366851123283,-92.2337083889309 19.536168958131,-92.2326490082451 19.5356640148824,-92.2315896266599 19.5351590707346,-92.2305234066298 19.5346643716635,-92.2294571865999 19.5341696716931,-92.2284117175267 19.5336569960737,-92.2273662484536 19.5331443186554,-92.2263384780383 19.5326126385626,-92.2253107085223 19.5320809557716,-92.2242902693803 19.5316283908377,-92.2232698302385 19.5311758250045,-92.2222521367267 19.5307754243465,-92.2212344441143 19.5303750236886,-92.2201901333679 19.529997936156,-92.2191458235208 19.5296208477241,-92.2180693458236 19.5293285437773,-92.2169928681263 19.5290362398308,-92.215909757929 19.5288108823164,-92.2148266486309 19.5285855257014,-92.2137415212541 19.5284301858046,-92.2126563947767 19.5282748459076,-92.2115939518993 19.5281645971186,-92.2105315099212 19.5280543483296,-92.2095961214638 19.5279673272306,-92.208660732107 19.5278803070306,-92.2079037241775 19.5278608600908)))",Cuencas del Sureste,
L100000312190,Kupal Oil Field (Iran),,oil,Iran,,conventional,operating,,2025,1964,,1970,Marun Oil and Gas Production,National Iranian Oil Co [100%],National Iranian Oil Co [100.0%],,,https://www.gem.wiki/Kupal_Oil_Field_(Iran),,31.3118000,49.3203000,exact,onshore,,,
L100000312973,"Kuparuk River Oil and Gas Field (Alaska, United States)",,oil and gas,United States,Alaska,conventional,operating,,2022,1969,,1981,ConocoPhillips Alaska,ConocoPhillips Corp [98%]; Exxon Mobil Corp [0%],ConocoPhillips Corp [98.4%]; Exxon Mobil Corp [0.6%],,"https://www.gem.wiki/Kuparuk_River_Oil_Project_(Alaska,_United_States)","https://www.gem.wiki/Kuparuk_River_Oil_and_Gas_Field_(Alaska,_United_States)",,70.3248000,-149.9455000,exact,onshore,,,North Slope Unit
L100000314100,Kupe Oil and Gas Field (New Zealand),,oil and gas,New Zealand,,conventional,operating,,2022,,,2009,Beach Energy,Genesis [46%]; New Zealand Oil & Gas Ltd [4%]; Beach Energy Ltd [50%],Beach Energy Ltd [50.0%]; Genesis Energy Ltd [46.0%]; New Zealand Oil & Gas Ltd [4.0%],,https://www.gem.wiki/Kupe_Project_(),https://www.gem.wiki/Kupe_Oil_and_Gas_Field_(New_Zealand),,-39.8564000,174.1139000,exact,offshore,,Taranaki,PML 38146
L100000304699,Kupi Oil and Gas Field (Ecuador),Kupi,oil and gas,Ecuador,,conventional,operating,,2021,1989,,,Petrooriental - Consorcio Petrolero 17,,,,,https://www.gem.wiki/Kupi_Oil_and_Gas_Field_(Ecuador),,-0.7090000,-76.7290000,approximate,onshore,,,
L100000320616,Kurdamir Gas Field (Iraq),,gas,Iraq,,conventional,in-development,,2024,2009,2021,,WesternZagros,WesternZagros Ltd [80%]; Government of Kurdistan Region [20%],WesternZagros Ltd [80.0%]; Government of Kurdistan Region [20.0%],,,https://www.gem.wiki/Kurdamir_Gas_Field_(Iraq),,36.0831000,44.6297000,approximate,onshore,,,
L100000301544,Kuryłówka Gas Field (Poland),,gas,Poland,,conventional,operating,,2024,,,,ORLEN,ORLEN SA [100%],ORLEN SA [100.0%],,,https://www.gem.wiki/Kuryłówka_Gas_Field_(Poland),,50.2857000,22.4762000,exact,onshore,"POLYGON ((744359.8948 276807.7722,744510.8198 276994.6317,744913.2865 276987.444800001,746568.0716 276173.808499999,747126.9658 275774.598300001,747212.8718 275055.009400001,748395.3424 274538.562799999,749113.9207 273587.5331,750774.4328 272933.6369,751046.2999 272629.4287,751064.4918 272369.6894,750824.9657 272255.484999999,748687.4227 272640.5459,746229.501 274813.461999999,745761.566 275465.3368,744497.2321 276344.6098,744359.8948 276807.7722))",,226/93
L100000321253,Kuthalam Oil and Gas Field (India),,oil and gas,India,,conventional,operating,,2025,,,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation Ltd [100%],Oil and Natural Gas Corporation Ltd [100.0%],,https://www.gem.wiki/Kariakal_Project_(),https://www.gem.wiki/Kuthalam_Oil_and_Gas_Field_(India),,11.0750000,79.5600000,exact,onshore,,Cauvery,Kuthalam
L100000302347,"Kutz Gas Field (Federal Offshore, Mexico)",Kutz,gas,Mexico,Federal Offshore,conventional,operating,,2023,1979,,,Petróleos Mexicanos,Petróleos Mexicanos EPE [0%],Petróleos Mexicanos EPE,Base Nacional de Campos Petroleros Asignacion: A-0186-2M - Campo Kutz,https://www.gem.wiki/Cantarell_Oil_and_Gas_Project_(Mexico),"https://www.gem.wiki/Kutz_Gas_Field_(Federal_Offshore,_Mexico)",,19.4468000,-92.1150000,exact,offshore,,Cuencas del Sureste,
L100000318562,Kuvykin (Sarmatskoye) Oil and Gas Field (Russia),им. Ю. С. Кувыкина (Сарматское),oil and gas,Russia,,conventional,discovered,,2022,2002,,,LUKOIL-Nizhnevolzhskneft,LUKOIL-Nizhnevolzhskneft LLC [100%],Lukoil [100.0%],"Rosnedra License ID: ШКС11386НР, Rosnedra License ID: ШКС11372НП",,https://www.gem.wiki/Kuvykin_(Sarmatskoye)_Oil_and_Gas_Field_(Russia),Sarmatskoye,44.4305000,48.9415000,approximate,offshore,,,Severny; Tsentralno-Kaspiysky
L100000312117,"Kuyumbinskoye Oil and Gas Field (Krasnoyarsk Krai, Russia)",Куюмбинское,oil and gas,Russia,Krasnoyarsk Krai,conventional,operating,,2023,1973,,2018,Slavneft-Krasnoyarskneftegaz,Slavneft-Krasnoyarskneftegaz LLC [100%],Rosneft PJSC [49.9%]; Gazprom [47.7%]; unknown [0.2%],Rosnedra License ID: ТУР11086НР,,"https://www.gem.wiki/Kuyumbinskoye_Oil_and_Gas_Field_(Krasnoyarsk_Krai,_Russia)",Kuyumbinskoye,60.9167000,97.0000000,exact,onshore,,Lena-Tunguska,Kuyumbinsky
L100000312580,"Kuzovatkinskoye Oil Field (Khanty-Mansi Autonomous Okrug, Russia)",Кузоваткинское,oil,Russia,Khanty-Mansi Autonomous Okrug,conventional,operating,,2020,2003,,2017,Rosneft,Rosneft PJSC [100%],Rosneft PJSC [100.0%],Rosnedra License ID: ХМН03327НР,,"https://www.gem.wiki/Kuzovatkinskoye_Oil_Field_(Khanty-Mansi_Autonomous_Okrug,_Russia)",,60.0839000,72.4489000,exact,onshore,,,Chupalsky
L100000304520,Kvitebjørn Oil and Gas Field (Norway),,oil and gas,Norway,,conventional,operating,,2025,1994,,2004,Equinor Energy,ORLEN Upstream Norway AS [6%]; Spirit Energy Norway AS [19%]; TotalEnergies EP Norge AS [5%]; Equinor Energy AS [39%]; Petoro AS [30%],Equinor ASA [39.6%]; Petoro AS [30.0%]; Centrica PLC [19.0%]; ORLEN SA [6.5%]; TotalEnergies SE [5.0%],NPDID: 1036101,,https://www.gem.wiki/Kvitebjørn_Oil_and_Gas_Field_(Norway),,61.0923000,2.5033000,exact,offshore,"POLYGON ((2.4803910983339725 61.042630250367715, 2.479954887640268 61.044413613814164, 2.4772990900544096 61.048411034387286, 2.4762461260739763 61.050833314632534, 2.4746988073009466 61.05216664631775, 2.470873608010295 61.05374445807975, 2.4672345596571676 61.05449444017143, 2.458975894509391 61.05489434907369, 2.4537313875646407 61.05403034790842, 2.4481341038279267 61.05255521851218, 2.4429174210358933 61.04944673076139, 2.437348002700165 61.046796556212385, 2.4365062544360714 61.047224361913266, 2.4336809717108254 61.050857766160014, 2.432839048196682 61.054474595382345, 2.4336834214421272 61.057233013136845, 2.431074854726859 61.05886914283137, 2.432785924713066 61.062149892023704, 2.4295550505661363 61.06540547642743, 2.4365689420668635 61.069314018446256, 2.4462773049916433 61.07336710086703, 2.4543050715295798 61.07827299464333, 2.454779726647333 61.0847926534675, 2.4560933884889122 61.089820665333676, 2.4602932142081384 61.095232029350456, 2.4643042059376707 61.09934334054455, 2.4703792375129936 61.10202132282038, 2.4705763128768523 61.10438811714401, 2.4710010116022363 61.11007994336245, 2.4747535139912533 61.11748307895423, 2.476322682248198 61.12252219469026, 2.477500383316489 61.124944503869294, 2.4858641543569044 61.1317532760299, 2.4946722652911353 61.13988700538178, 2.512342478033826 61.13643429946937, 2.5356016222412 61.13359278930491, 2.5457715483626577 61.13131783219761, 2.5546663764485187 61.12832343070293, 2.5624277229040655 61.1280152188212, 2.584478429024946 61.127034865035654, 2.6009150917546258 61.12564612295518, 2.5941984096598434 61.12352935425453, 2.5867149593973267 61.12042353728823, 2.581114939762444 61.117773362277724, 2.574845585098569 61.11358421893115, 2.568940056627695 61.10911456940375, 2.5658929898244973 61.1050587727912, 2.560495890698321 61.10032801971971, 2.552032085184395 61.09406646776405, 2.5526101017685234 61.090438634530486, 2.5543519948104336 61.086043986576406, 2.55580220862287 61.08293278463706, 2.559944194216296 61.07996052278389, 2.5670085744955817 61.075013222021866, 2.5624529957666846 61.072176953364405, 2.5555808459816065 61.06756828615604, 2.5489058301969947 61.064268072213615, 2.5411807084504177 61.06233459770628, 2.528649920196786 61.06085377877756, 2.5252498945123714 61.05949538230092, 2.520377587947194 61.05699802270745, 2.515594186592051 61.056275733040096, 2.5122163725745605 61.054717229095886, 2.515927813035348 61.05050601379688, 2.506091496661238 61.04916693507622, 2.4969913000582626 61.047863967232686, 2.4935662671479584 61.0466250750636, 2.486830072403848 61.044736014997135, 2.4803910983339725 61.042630250367715))",,
L100000311105,Kwale East Oil and Gas Field (Nigeria),,oil and gas,Nigeria,,conventional,operating,,2002,,,,,,,,,https://www.gem.wiki/Kwale_East_Oil_and_Gas_Field_(Nigeria),,,,,unknown,,,
L100000311104,Kwale Oil and Gas Field (Nigeria),,oil and gas,Nigeria,,conventional,operating,,2015,1967,,1967,Nigerian Agip Oil Company,Nigerian Agip Oil Company Ltd [20%]; Oando Energy Resources Inc [20%]; NNPC Ltd [60%],NNPC Ltd [60.0%]; Oando PLC [20.0%],,,https://www.gem.wiki/Kwale_Oil_and_Gas_Field_(Nigeria),,5.6600000,6.5080000,exact,onshore,,,OML 60
L100000313109,Kwaskwasi-1 Oil and Gas Field (Suriname),Kwaskwasi-1,oil and gas,Suriname,,conventional,in-development,,2024,2020,2024,,Total,Apache Corp [50%]; TotalEnergies SE [50%],APA Corp [50.0%]; TotalEnergies SE [50.0%],,https://www.gem.wiki/Gran_Morgu_Oil_and_Gas_Project_(Suriname),https://www.gem.wiki/Kwaskwasi-1_Oil_and_Gas_Field_(Suriname),,7.4528000,-56.0976000,exact,offshore,"MULTIPOLYGON (((-56.1125993831602 7.4944493279216,-56.1041486255131 7.50342627151045,-56.0956978678659 7.50582009185664,-56.087850735765 7.50342627151045,-56.0848326080338 7.50103243799102,-56.0836253569414 7.49684319764627,-56.0836253569414 7.487866118346,-56.0848326080338 7.47709337917195,-56.0860398591263 7.46751738782848,-56.0890579868574 7.45494858086485,-56.093283365681 7.44537210478987,-56.0956978678659 7.43340121557024,-56.1011304977819 7.41963428957745,-56.106563127698 7.41245137452017,-56.1107885065215 7.40885987305179,-56.1186356386225 7.4058669327983,-56.1276900218159 7.40646552247498,-56.130708149547 7.40646552247498,-56.1349335283706 7.4082612866272,-56.1397625327404 7.41065562744618,-56.1415734093791 7.4130499552511,-56.1421770349253 7.41903571780003,-56.1409697838329 7.42382426921432,-56.1397625327404 7.43220410869181,-56.138555281648 7.44297795307678,-56.1367444050093 7.45195595457761,-56.1319154006395 7.46153228669009,-56.1276900218159 7.46632037415456,-56.125275519631 7.47290390878956,-56.1186356386225 7.48367675139161,-56.1125993831602 7.4944493279216)))",,Block 58
L100000302097,Kyle Oil and Gas Field (United Kingdom),,oil and gas,United Kingdom,,conventional,mothballed,,2024,1993,1998,2001,Cnr International,Harbour Energy PLC [40%]; Dana Petroleum Ltd [14%]; CNR International (UK) Ltd [45%],Harbour Energy PLC [40.0%]; Canadian Natural Resources Ltd; Korea National Oil Corp,,,https://www.gem.wiki/Kyle_Oil_and_Gas_Field_(United_Kingdom),,56.8949000,1.2326000,exact,offshore,,,029/02c
L100000312347,"Kyrtaelskoe Oil Field (Komi Republic, Russia)",Кыртаельское,oil,Russia,Komi Republic,conventional,operating,,2020,1969,,1998,LUKOIL,LUKOIL-Komi LLC [100%],PJSC LUKOIL [100.0%],Rosnedra License ID: СЫК13523НЭ,,"https://www.gem.wiki/Kyrtaelskoe_Oil_Field_(Komi_Republic,_Russia)",Kyrtayelskoye,65.0006000,56.9981000,exact,onshore,,,Kyrtaelskoe Uchastok A; Kyrtaelskoe Uchastok B
L100000318392,Kyukyurtly Gas Field (Turkmenistan),,gas,Turkmenistan,,,,,,,,,Turkmengas State Concern,Turkmengas State Concern [100%],Turkmengas State Concern [100.0%],,,https://www.gem.wiki/Kyukyurtly_Gas_Field_(Turkmenistan),,,,,onshore,,,
L100000320294,Kyzylkiya North West Oil and Gas Field (Kazakhstan),,oil and gas,Kazakhstan,,conventional,operating,,2023,2004,,2010,Kolzhan,Kolzhan LLP [100%],China National Oil and Gas Exploration and Development Co [67.0%]; Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna” [29.8%]; National Bank of the Republic of Kazakhstan [3.2%],,,https://www.gem.wiki/Kyzylkiya_North_West_Oil_and_Gas_Field_(Kazakhstan),,46.2321000,65.4857000,approximate,onshore,,,Kyzylkiya North West
